Pais,Fecha,Emisiones_CO2,Ratio_Dependencia,Comercio_PIB,Crecimiento_PIB,Coef_Inverso_Variacion,Indice_HHI,Ahorro_Neto_Ajustado,Deuda_Gobierno,Polucion_Aire,Intensidad_CO2,Consumo_Energia_Renovable,Intensidad_Energetica,Agua_Dulce_Renovable,Renta_Recursos_Naturales,Productividad_Agua,Acceso_Electricidad,Consumo_Agua_Potable,Empleo,Indice_Gini,Tasa_Mortalidad,Esperanza_Vida,Finalizacion_Primaria,Servicios_Saneamiento,Paridad_Genero_Educacion,Participacion_Laboral,Escolaridad,Indice_Crecimiento_Verde,Habilidades_Estudiantes,Logros_Educativos,Viviendas_Sin_Servicios,Gastos_Vivienda,Ajuste_Neto_Nacional,Desempleo_Largo_Plazo,Personal_earning,Calidad_Red_Apoyo,Compromiso_Partes_Interesadas,Tasa_Homicidios,Tiempo_Ocio_Cuidado_Personal
Dinamarca,2021,29.4,25.44,111.41,0.07,0.62,557.7,20.43,40.5,56.91,0.08,39.5,1.96,1024.46,0.34,358.71,100,100,59.4,28.3,3.1,81.4,99.89,99.6,1,9.1,12.94,4.76,493,77.08,0.71,28.54,51312.83,20.1,66503.05,94.3,2.03,0.8,15.87
Dinamarca,2022,28.14,25.23,131.54,0.01,0.51,590.82,20.43,34.1,56.91,0.08,39.5,1.83,1024.46,0.34,358.71,100,100,60.56,28.3,3.1,81.3,99.89,99.6,1,8,12.95,4.56,489,76.8,0.93,29.07,51312.83,11.4,64126.65,97.03,2.03,0.8,15.87
Dinamarca,2023,26.77,24.97,127.77,0.02,0.53,590.82,20.43,33.6,56.91,0.07,39.5,1.83,1024.46,0.34,358.71,100,100,60.41,28.3,3.1,81.2,99.9,99.6,1,7.98,12.94,4.58,489,76.8,0.93,29.07,51312.83,11.4,64126.65,97.03,2.03,0.8,15.87
Dinamarca,2024,26.77,24.97,127.77,0.02,0.53,590.82,20.43,33.6,56.91,0.07,39.5,1.83,1024.46,0.34,358.71,100,100,60.26,28.3,3.1,81.1,99.9,99.6,1,7.98,12.94,4.74,489,76.8,0.93,29.07,51312.83,11.4,64126.65,97.03,2.03,0.8,15.87
Eslovenia,2008,18.89,19.95,135.39,0.03,3.43,763.42,13.4,21.9,100,0.42,17.6,4.57,9236.56,0.39,43.1,100,99.5,56.89,23.7,2.9,78.77,99.44,99,1,12.53,11.91,3.61,519,75.8,0.68,18.67,17668.88,42.2,41272,90.84,1.46,0.49,14.62
Eslovenia,2009,16.89,20.15,114.48,-0.08,0.35,747.85,7.15,34.9,100,0.41,19.6,4.43,9153.45,0.21,43.94,100,99.5,55.95,24.8,2.8,78.97,99.43,98.95,1,12.47,12.03,3.49,519,77.32,0.68,19.87,16502.98,30.07,41676,90.84,1.46,0.64,14.62
Eslovenia,2010,17.16,20.34,128.61,0.01,0.25,747.58,6.09,38.6,100,0.41,20.1,4.49,9113.62,0.3,45.25,100,99.5,54.89,24.9,2.6,79.42,99.43,98.9,1,12.64,12.06,3.49,516.67,77.67,0.68,19.85,16122.97,43.31,42846,90.69,1.46,0.73,14.62
Eslovenia,2011,16.08,20.62,140.33,0,0.09,807.8,5.62,46.8,100,0.38,19.1,4.45,9094.7,0.36,49.58,100,99.5,53.19,24.9,2.5,79.97,99.43,98.84,1,11.81,12.21,3.49,514.33,78.45,1.5,19.56,15980.47,44.21,42725,91.62,1.46,0.77,14.62
Eslovenia,2012,15.52,20.97,143.66,-0.03,-0.32,800.87,3.37,54.1,100,0.38,20.2,4.38,9075.62,0.25,44.1,100,99.5,52.45,25.6,2.4,80.12,99.44,98.79,1,11.21,12.28,3.46,512,79.16,1.09,19.63,15147.77,47.89,41437,92.31,1.46,0.68,14.62
Eslovenia,2013,15.51,21.33,145.17,-0.01,-0.61,759.5,4.39,70.8,99.84,0.38,22.5,4.31,9063.31,0.21,35.12,100,99.5,51.46,26.2,2.3,80.32,99.44,98.74,1.01,11.58,12.38,3.44,512.67,79.78,1.07,20.43,15150.06,50.97,40760,92.56,1.46,0.58,14.62
Eslovenia,2014,14.13,21.71,146.47,0.03,-0.03,756.61,7.25,81.1,99.84,0.34,22.9,4.08,9054.4,0.26,42.55,100,99.5,52.1,25.7,2.2,81.08,99.43,98.68,1.01,10.81,12.43,3.48,513.33,80.09,1.81,19.73,15797.15,54.49,41576,89.67,1.46,0.77,14.62
Eslovenia,2015,14.3,22.07,147.22,0.02,0.11,770.58,5.85,83.4,99.79,0.33,21.4,3.94,9047.6,0.26,47.61,100,99.5,52.18,25.4,2.1,80.78,99.43,98.63,1.01,10.79,12.57,3.46,514,81.45,0.96,19.78,15900.33,52.3,42482,88.9,2.66,0.96,14.62
Eslovenia,2016,15.03,22.41,148.24,0.03,0.29,743.98,6.39,79.4,99.79,0.34,21,3.94,9040.98,0.26,49.59,100,99.5,52.07,24.8,2.1,81.18,99.43,98.58,1.02,9.6,12.67,3.47,513.67,81.87,1.43,19.7,16704.33,53.28,44095,92.98,2.66,0.48,14.75
Eslovenia,2017,15.35,22.75,158.7,0.05,1.11,693.75,10.43,74.9,99.47,0.33,19.7,3.86,9035.09,0.27,49.69,100,99.5,54.59,24.2,2,81.03,99.44,98.52,1.01,10.15,12.7,3.53,513.33,82.56,0.76,19.32,17789.14,47.46,44894,92.64,2.66,0.91,14.75
Eslovenia,2018,15.34,23.05,162.61,0.04,2.99,741.92,12.04,71,99.49,0.32,20.6,3.66,9002.39,0.26,50.27,100,99.5,55.81,24.6,2,81.38,99.44,98.47,1.01,10.55,12.75,3.58,513,82.46,0.4,18.92,18703.91,42.92,45702,93.88,2.63,0.43,14.75
Eslovenia,2019,14.71,23.23,160.04,0.03,3.07,707.17,11.8,66,99.49,0.29,20.9,3.48,8939.92,0.23,52.97,100,99.5,55.49,24.4,2,81.53,99.45,98.42,1.01,10.04,12.8,3.83,511,82.94,0.48,18.27,19343.53,42.96,47050,94.37,2.63,0.66,14.75
Eslovenia,2020,13.42,23.38,147.55,-0.05,0.52,661.05,11.6,80.2,99.49,0.28,22.7,3.44,8880.25,0.21,47.82,100,99.5,54.89,24,1.9,80.53,99.46,98.36,1.01,9.42,12.88,3.76,509,84.51,0.41,20.81,18379.37,38.79,48605,95.04,2.63,0.52,14.75
Eslovenia,2021,13.76,23.54,162.08,0.08,0.64,662.75,11.22,74.8,99.49,0.26,23.4,3.26,8856.4,0.19,55.84,100,99.5,55.7,24.3,1.9,80.68,99.47,98.31,1.01,9.83,12.84,4.59,507,86,0.25,19.25,19639.73,39.13,50466.69,95.4,2.63,0.42,14.75
Eslovenia,2022,13.13,23.58,186.22,0.03,0.55,730.15,11.22,72.7,99.49,0.25,23.4,3.15,8856.4,0.19,55.84,100,99.5,56.58,24.5,1.9,81.28,99.48,98.31,1.01,10.35,12.86,4.46,505,86,0.31,18.85,19639.73,41.74,47203.63,93.83,2.63,0.42,14.75
Eslovenia,2023,12.08,23.42,160.1,0.02,0.45,730.15,11.22,68.4,99.49,0.22,23.4,3.15,8856.4,0.19,55.84,100,99.5,56.39,24.5,1.9,81.89,99.48,98.31,1.01,10.29,12.85,4.51,505,86,0.31,18.85,19639.73,41.74,47203.63,93.83,2.63,0.42,14.75
Eslovenia,2024,12.08,23.42,160.1,0.02,0.45,730.15,11.22,68.4,99.49,0.22,23.4,3.15,8856.4,0.19,55.84,100,99.5,56.2,24.5,1.9,82.5,99.5,98.31,1.01,10.29,12.86,4.72,505,86,0.31,18.85,19639.73,41.74,47203.63,93.83,2.63,0.42,14.75
Espana,2008,343.09,21.32,55.83,-0.01,1.03,672.42,9.35,35.7,74.16,0.28,9.7,3.21,2419.81,0.07,35.82,100,100,52.69,34.2,3.4,81.18,98.33,99.86,1.03,18.59,9.19,3.38,488,42.83,1.53,19.78,22488.86,17.99,44201,93.66,2.89,0.89,15.85
Espana,2009,303.78,21.6,46.84,-0.05,0.02,677.33,8.5,48.2,73.15,0.25,12.2,3.07,2398.47,0.04,33.19,100,100,48.88,34.9,3.3,81.48,98.32,99.87,1.02,16.74,9.25,3.35,488,43.33,1.53,21.85,21814.76,23.8,46983,92.06,2.89,0.89,15.85
Espana,2010,291.24,21.88,52.69,0,-0.14,653.73,7.43,49.96,72.65,0.24,14.4,3.07,2387.45,0.06,34.28,100,100,47.79,35.2,3.2,81.63,98.32,99.88,1.01,15.56,9.36,3.36,488,44.25,1.53,22.38,21589.3,36.63,46538,94.1,2.89,0.86,15.85
Espana,2011,293.16,22.13,58.51,-0.01,-0.46,607.39,6.25,57.79,72.15,0.25,14.7,3.04,2378.98,0.07,34,100,100,46.91,35.7,3,82.48,98.33,99.88,1,14.43,9.48,3.36,488,45.27,1.88,23.13,20993.63,41.59,45707,94.19,2.89,0.82,15.85
Espana,2012,287.4,22.32,60.55,-0.03,-1.09,557.87,5.96,77.44,78.73,0.25,15.8,3.13,2377.44,0.07,31.52,100,99.99,44.93,35.4,2.9,82.43,98.36,99.89,1,13.28,9.51,3.32,488,45.6,1.67,23.79,20454.74,44.37,44427,93.11,2.89,0.78,15.85
Espana,2013,260.6,22.47,61.67,-0.01,-1.15,539.7,6.83,91.86,68.49,0.23,16.9,2.96,2385.24,0.06,35.29,100,99.96,43.88,36.2,2.9,83.08,98.39,99.9,1.01,12.88,9.62,3.34,490.67,46.83,2.2,24.43,20339.64,49.68,44431,92.05,2.89,0.65,15.85
Espana,2014,258.02,22.57,63.4,0.02,-0.42,535.46,7.1,104.93,60.68,0.22,17.3,2.86,2392.38,0.06,35.27,100,99.93,44.55,36.1,2.8,83.23,98.42,99.91,1.01,12.49,9.72,3.37,493.33,47.24,2.15,23.96,20703.05,52.84,44294,94.7,2.89,0.7,16.06
Espana,2015,275.08,22.56,63.58,0.04,0.07,536.31,8.63,104.52,47.72,0.23,16.3,2.85,2394.24,0.05,38.28,100,99.93,45.85,36.2,2.8,82.83,98.45,99.91,1,12.3,9.91,3.42,496,47.86,1.54,23.19,21716.49,51.6,44957,95.51,2.14,0.65,16.06
Espana,2016,266.53,22.5,63.19,0.03,0.33,539.64,9.68,105.97,55.15,0.21,16.7,2.78,2392.22,0.04,39.76,100,99.93,47.03,35.8,2.7,83.33,98.48,99.92,1.01,11.97,10.01,3.42,495,48.65,1.85,22.56,22475.37,48.37,44704,94.14,2.14,0.63,15.93
Espana,2017,281.7,22.39,66.17,0.03,1.06,529.05,10.05,106.6,40.72,0.22,15.2,2.84,2386.61,0.05,42.44,100,99.93,48.11,34.7,2.7,83.28,98.5,99.92,1.02,11.83,10.08,3.48,494,49.87,1.79,22.02,23058.02,44.48,44123,90.14,2.14,0.66,15.93
Espana,2018,275.13,22.18,67.01,0.02,2.89,556.21,10.31,107.22,41.12,0.21,16.9,2.77,2376.18,0.06,44.47,100,99.93,49.09,34.7,2.7,83.43,98.51,99.92,1.02,11.83,10.14,3.52,493,50.42,1.3,21.93,23501.84,41.71,43975,90.47,2.29,0.62,15.93
Espana,2019,257.73,21.84,66.37,0.01,2.36,558.26,10.95,111.32,41.12,0.19,16.7,2.64,2359.19,0.04,45.65,100,99.93,49.75,34.3,2.7,83.83,98.52,99.92,1.02,11.47,10.37,3.62,489.67,52.2,1.28,22,23797.18,37.84,44448,94.44,2.29,0.7,15.93
Espana,2020,218.74,21.44,59.45,-0.11,-0.09,600.65,6.83,138.91,41.12,0.18,19.3,2.67,2347.69,0.04,40.92,100,99.93,47.91,34.9,2.6,82.33,98.54,99.92,1.02,11.25,10.61,3.51,486.33,53.26,2.42,25.61,20614.07,32.08,43828,93.49,2.29,0.63,15.93
Espana,2021,237.59,20.98,66.52,0.07,0.03,583.18,7.98,132.59,41.12,0.19,19,2.66,2345.21,0.12,43.66,100,99.93,49.23,33.9,2.6,83.23,98.56,99.92,1.02,10.35,10.49,4.38,483,54.99,3.05,24.33,21799.99,41.73,44443.89,92.55,2.29,0.61,15.93
Espana,2022,235.47,20.53,78.63,0.05,0.11,615,7.98,109.22,41.12,0.18,19,2.53,2345.21,0.12,43.66,100,99.93,50.41,33.9,2.5,83.08,98.57,99.92,1.02,10.62,10.55,4.4,483,55.35,5.38,22.28,21799.99,39.03,42859.34,92.55,2.29,0.61,15.93
Espana,2023,217.26,20.06,72.19,0.01,0.09,615,7.98,109.22,41.12,0.16,19,2.53,2345.21,0.12,43.66,100,99.92,50.99,33.9,2.5,82.94,98.59,99.92,1.02,9.97,10.52,4.51,483,55.25,5.38,22.28,21799.99,39.03,42859.34,92.55,2.29,0.61,15.93
Espana,2024,217.26,20.06,72.19,0.01,0.09,615,7.98,109.22,41.12,0.16,19,2.53,2345.21,0.12,43.66,100,99.92,51.57,33.9,2.5,82.79,98.6,99.92,1.02,9.97,10.53,4.67,483,55.25,5.38,22.28,21799.99,39.03,42859.34,92.55,2.29,0.61,15.93
Estados_Unidos,2008,5689.52,29.45,29.87,-0.01,1.01,536.73,1.66,63.81,44.22,0.35,6.8,5.65,9266.87,1.93,36.89,100,98.92,62.18,40.8,6.5,78.04,99.64,99.87,1,13.52,12.99,4.22,489,86.61,0,19.48,43616.72,10.64,66011,95.14,3.1,5.39,15.62
Estados_Unidos,2009,5273.32,29.33,24.76,-0.03,0.09,520.73,0.75,75.84,41.22,0.33,7.3,5.52,9185.99,0.74,36.94,100,98.92,59.32,40.6,6.4,78.39,99.69,99.87,1,12.75,13.01,4.17,489,86.71,0,20.03,42771.43,16.25,66673,95.14,3.1,4.99,15.92
Estados_Unidos,2010,5521.77,29.2,28.22,0.02,0.04,557.2,2.76,84.96,39.71,0.34,7.4,5.5,9110.1,0.97,39.02,100,99.01,58.47,40,6.2,78.54,99.68,99.87,1,12.55,13.05,4.19,493.33,87.15,0,19.77,44247.71,28.99,67263,95.14,3.1,4.73,15.29
Estados_Unidos,2011,5307.91,29.11,30.84,0.01,-0.05,549.85,3.88,89.55,38.21,0.32,8.4,5.34,9044.13,1.24,39.15,100,99.1,58.37,40.9,6.1,78.64,99.76,99.85,1,12.58,13.1,4.2,497.67,87.59,0,19.32,44827.37,31.32,67353,95.14,3.1,4.67,15.21
Estados_Unidos,2012,5088.02,29.06,30.68,0.02,0,554.45,5.87,93.65,46.69,0.3,8.5,5.13,8978.02,0.78,39.56,100,99.18,58.56,40.9,6,78.74,99.8,99.83,1,12.76,13.14,4.19,502,87.68,0,19.01,46213.21,29.29,67928,95.14,3.1,4.69,15.29
Estados_Unidos,2013,5225.02,29.02,29.94,0.01,0.2,582.88,7.26,95.32,28.66,0.3,8.9,5.12,8916.03,0.75,39.93,100,99.26,58.58,40.6,5.9,78.74,99.78,99.8,1,12.82,13.2,3.45,500.33,88.15,0.1,19.05,46541.69,25.91,67604,95.14,3.1,4.48,15.58
Estados_Unidos,2014,5244.07,28.95,29.91,0.02,3.66,605.13,8.11,95.45,20.84,0.3,9,5.07,8850.88,0.7,40.46,100,99.35,59.01,41.5,5.9,78.84,99.87,99.78,1,12.56,13.23,3.52,498.67,88.31,0.1,18.8,47749.15,23.02,68591,95.14,3.1,4.4,15.54
Estados_Unidos,2015,5133.22,28.86,27.69,0.02,3.1,598.71,7.51,95.96,11.73,0.28,8.9,4.88,8785.96,0.23,41.17,100,99.43,59.34,41.2,5.8,78.69,99.67,99.76,1.01,12.7,13.25,3.53,497,88.41,0.1,18.5,49077.97,18.65,70320,95.14,3.1,4.89,15.88
Estados_Unidos,2016,5029.2,28.75,26.45,0.01,3.87,583.16,6.23,97.93,8.47,0.27,9.3,4.75,8722.52,0.3,41.92,100,99.51,59.73,41.1,5.7,78.54,99.62,99.74,1,12.7,13.34,3.55,496.67,89.09,0.1,18.47,48992.5,17.05,70446,95.14,3.1,5.32,15.92
Estados_Unidos,2017,4959.76,28.64,27.13,0.02,3.93,580.44,6.92,97.02,3.33,0.26,9.7,4.63,8667.51,0.43,42.95,100,99.59,60.11,41.2,5.6,78.54,99.67,99.72,0.99,12.32,13.41,3.58,496.33,89.81,0.1,18.34,49991.96,15.11,71157,95.14,3.1,5.24,15.42
Estados_Unidos,2018,5118.11,28.5,27.45,0.02,3.64,567.31,6.78,98.45,3.34,0.26,9.9,4.62,8622,0.6,44.22,100,99.67,60.42,41.4,5.6,78.64,98.78,99.7,0.99,12.24,13.5,3.57,496,89.81,0.1,18.35,51219.05,13.35,71937,95.14,3.1,4.93,15.38
Estados_Unidos,2019,4966.95,28.32,26.26,0.02,3.71,532.97,6.82,100.03,3.34,0.25,10.2,4.51,8582.83,0.56,45.36,100,99.74,60.78,41.5,5.5,78.79,99.11,99.68,0.99,11.95,13.59,3.6,498,94.69,0.1,18.41,52190.19,12.7,73194,95.14,3.1,4.99,15.33
Estados_Unidos,2020,4466.04,28.07,23.08,-0.03,0.38,539.31,5.69,124.55,3.34,0.23,11,4.27,8500.06,0.33,44.38,100,99.82,56.77,39.7,5.5,76.98,99.54,99.67,0.99,11.69,13.68,3.5,500,90.94,0.1,19.63,49670.47,5.62,77567,95.14,3.1,6.42,15.54
Estados_Unidos,2021,4755.18,27.75,25.21,0.06,0.57,557.1,4.3,118.45,3.34,0.23,10.9,4.24,8486.7,1.28,47.07,100,99.89,58.36,39.7,5.4,76.33,99.57,99.65,0.99,11.73,13.58,4.31,502,91.31,0.1,18.34,52320.66,23.14,78894.28,95.14,3.1,6.81,15.54
Estados_Unidos,2022,4786.63,27.43,26.89,0.02,0.59,534.95,4.3,112.89,3.34,0.22,10.9,4.17,8486.7,1.28,47.07,100,99.96,59.97,41.3,5.4,77.43,99.59,99.63,0.99,11.52,13.63,4.24,498,91.19,0.1,18.22,52320.66,15.06,77463.47,95.14,3.1,6.81,15.08
Estados_Unidos,2023,4682.04,27.08,24.9,0.02,0.59,534.95,4.3,114.88,3.34,0.21,10.9,4.17,8486.7,1.28,47.07,100,100,60.33,41.1,5.4,78.54,99.62,99.61,0.99,10.95,13.6,4.27,498,95.29,0.1,18.22,52320.66,15.06,77463.47,95.14,3.1,6.81,15.08
Estados_Unidos,2024,4682.04,27.08,24.9,0.02,0.59,534.95,4.3,114.88,3.34,0.21,10.9,4.17,8486.7,1.28,47.07,100,100,60.69,41.1,5.4,79.64,99.64,99.6,0.99,10.95,13.62,4.74,498,95.29,0.1,18.22,52320.66,15.06,77463.47,95.14,3.1,6.81,15.08
Estonia,2008,20.14,22,136.68,-0.05,0.98,765.2,10.78,5.06,5.82,0.9,20.5,5.84,9505.72,2.1,13.91,100,98.68,57.77,31.9,4.3,73.77,99.46,99.38,1.01,13.97,13.25,3.65,531,85.32,0.85,17.85,12501.69,31.15,25382,87.8,2.8,6.43,14.2
Estonia,2009,16.81,22.26,116.76,-0.14,0.17,707.38,8.29,8.22,6.15,0.88,24.2,5.54,9524.06,1.58,13.82,100,98.85,52.49,31.4,3.9,74.82,99.46,99.32,1.01,13.24,13.32,3.62,531,85.68,0.85,20.24,10865.44,27.33,24704,84.65,2.8,5.25,14.2
Estonia,2010,21.56,22.63,143.67,0.03,0.04,723.01,8.41,7.9,6.31,1.1,25.3,7.1,9545.8,1.56,10.6,100,99.02,50.39,32,3.6,75.43,99.46,99.27,0.99,11.9,13.33,3.63,530,86.46,0.85,20.93,10905.15,45.26,24461,86.66,2.8,5.26,14.2
Estonia,2011,21.67,23.04,166.75,0.08,-0.01,788.66,13.15,5.97,6.48,1.03,25.2,6.43,9574.83,1.79,11.21,100,99.19,53.75,32.5,3.3,76.23,99.45,99.21,0.99,12.33,13.4,3.7,529,86.55,0.26,19.91,12027.72,57.33,23907,88.67,2.8,4.9,14.2
Estonia,2012,20.52,23.43,169.16,0.04,-0.11,688.45,13.14,13.42,6.17,0.94,25,5.74,9609.16,1.97,13.35,100,99.37,55.17,32.9,3.1,76.33,99.46,99.16,0.99,12.84,13.45,3.71,528,87.25,1.23,19.65,12590.73,54.65,24256,85.85,2.8,4.76,14.2
Estonia,2013,22.91,23.82,164.6,0.02,0.05,794.4,12.27,13.62,1.18,1.03,24.5,6.27,9643.42,1.8,12.67,100,99.54,56.03,35.1,2.8,77.14,99.46,99.11,0.99,12.94,13.54,3.7,532.33,88.44,0.53,19.12,13145.58,44.5,24859,88.63,2.8,3.95,14.2
Estonia,2014,21.92,24.23,157.95,0.04,1.78,683.29,13.07,13.74,0.26,0.96,25.3,5.79,9668.74,1.77,13.31,100,99.72,56.63,34.6,2.6,77.03,99.46,99.05,0.99,14.25,13.44,3.74,536.67,85.95,0.51,18.52,13736.95,45.32,26232,89.29,2.8,3.12,14.9
Estonia,2015,19.99,24.6,148.51,0.02,1.59,693.36,12.33,12.89,0.26,0.86,28.2,4.97,9662.41,1.45,14.43,100,99.89,58.14,32.7,2.4,77.59,99.46,99.06,1,13.21,13.49,3.76,541,86.56,0.32,18.12,14040.89,38.34,27434,90.2,2.8,3.42,14.9
Estonia,2016,19.98,24.98,147.75,0.03,3.04,663.42,12.6,13.79,0,0.83,27.2,5.98,9659.6,1.25,13.72,100,99.92,58.65,31.2,2.3,77.64,99.46,99.06,1,13.78,13.51,3.8,538.67,86.89,1.1,17.96,14670.46,31.62,28837,91.94,2.8,2.51,14.9
Estonia,2017,21.22,25.33,144.64,0.06,2.18,612.11,14.96,13.16,0,0.84,27.5,5.49,9647.91,1.73,14.22,100,99.94,59.89,30.4,2.1,78.09,99.46,99.07,1.01,13.51,13.56,3.81,536.33,86.96,0.86,17.89,15453.68,33.48,29500,92.4,2.8,2.2,14.9
Estonia,2018,22.36,25.58,143.49,0.03,2.57,616.8,15.37,13.2,0,0.85,28.6,5.21,9614.39,2.02,16.37,100,99.96,60.4,30.3,1.9,78.24,99.46,99.07,1.02,13.42,13.66,3.82,534,87.63,0.65,18.01,16160.03,24.92,31391,91.22,2.72,2.12,14.9
Estonia,2019,14.71,25.81,140.35,0.03,2.54,605.22,15.51,13.67,0,0.54,31.3,4.22,9578.73,1.81,27.13,100,99.99,60.71,30.8,1.8,78.65,99.47,99.08,1.02,12.52,13.6,3.86,532.67,88.41,0.59,18.5,16662.52,19.99,33006,92.01,2.72,1.96,14.9
Estonia,2020,11.48,25.94,137.39,-0.03,0.75,632.99,14.26,23.41,0,0.43,40.4,3.92,9559.83,1.43,31.09,100,100,59.1,30.7,1.7,78.6,99.47,99.08,1.02,12.68,13.55,3.84,531.33,85.76,1.32,18.87,15845.42,17.2,35128,94.95,2.72,3.16,14.9
Estonia,2021,12.31,25.93,160.39,0.07,0.84,642.34,16.51,23.67,0,0.43,38,3.73,9549.7,1.72,28.42,100,100,59.75,31.8,1.5,76.94,99.48,99.07,1.02,11.6,13.58,4.67,530,85.84,1.12,20.9,17226.46,25.35,37317.82,93.73,2.72,1.96,14.9
Estonia,2022,12.59,25.71,174.56,-0.01,0.46,713.49,16.51,24.9,0,0.44,38,4.12,9549.7,1.72,28.42,100,100,61.99,32.1,1.5,77.94,99.49,99.06,1.02,10.65,13.56,4.46,520,86.47,1.92,22.45,17226.46,22.34,34704.57,91.78,2.72,1.96,14.9
Estonia,2023,11.44,25.3,154.86,-0.05,0.06,713.49,16.51,24.9,0,0.41,38,4.12,9549.7,1.72,28.42,100,100,62.22,32.1,1.5,78.94,99.49,99.05,1.02,9.74,13.57,4.54,520,86.47,1.92,22.45,17226.46,22.34,34704.57,91.78,2.72,1.96,14.9
Estonia,2024,11.44,25.3,154.86,-0.05,0.06,713.49,16.51,24.9,0,0.41,38,4.12,9549.7,1.72,28.42,100,100,62.45,32.1,1.5,79.94,99.51,99.04,1.02,9.74,13.56,4.74,520,86.47,1.92,22.45,17226.46,22.34,34704.57,91.78,2.72,1.96,14.9
Rusia,2008,1764.31,20.78,53.38,0.05,5.21,320.34,11.81,6.5,95.82,1.36,3.3,8.05,30208.27,19.1,20.55,98.3,95.9,63.25,40,9,67.95,99.65,86.28,0.99,14.08,12.3,3.45,478,84.99,2.8,17.4,7684.29,35.19,19719,90.89,0.8,12.71,18.4
Rusia,2009,1662.06,20.9,48.44,-0.08,0.62,336.55,2.04,8.7,96.05,1.39,3.6,8.21,30199.18,14.46,19.08,98.4,95.98,62.02,40,8.6,68.68,99.65,86.49,0.99,13.9,12.32,3.25,478,84.99,2.8,17.4,6357.3,28.73,19719,90.89,0.8,12.33,18.4
Rusia,2010,1746.85,21.03,50.36,0.04,0.56,344.33,9.84,9.1,96.17,1.4,3.3,8.42,30185.62,13.68,17.94,99.3,96.06,62.66,40,8.4,68.84,99.65,86.7,0.99,14.55,12.34,4.12,480.67,84.99,2.8,17.4,7201.33,30.04,19719,90.89,0.8,11.65,18.4
Rusia,2011,1832.56,21.34,48.04,0.04,0.47,349.63,12.19,8.64,96.29,1.4,3.2,8.37,30150.01,16.27,21.08,99.2,96.13,63.85,40,8.2,69.68,99.66,86.91,0.99,14.51,12.35,3.28,483.33,92.17,2.8,17.4,7848.09,32.87,19719,90.89,0.8,11.28,18.4
Rusia,2012,1819.75,21.95,47.15,0.04,0.36,350.9,10.86,8.55,95.82,1.34,3.2,8.15,30074.26,14.29,21.2,100,96.21,64.86,38.97,7.9,70.07,99.66,87.12,0.99,14.7,12.36,3.39,486,92.84,2.8,17.4,8143.64,30.9,19719,90.89,0.8,11.31,18.4
Rusia,2013,1764.19,22.65,46.29,0.01,0.23,332.51,7.78,9.07,95.32,1.28,3.6,7.78,29984.92,12.8,22.64,100,96.29,64.72,37.93,7.6,70.58,99.81,87.34,0.99,15.11,12.36,3.36,486.33,93.42,2.8,17.4,8068.12,30.98,19719,90.89,0.8,11.14,18.4
Rusia,2014,1750.14,23.41,47.8,-0.01,1.07,335.67,7.14,11.2,93.45,1.26,3.3,7.74,29895.2,12.43,19.64,100,96.38,65.26,36.9,7.2,70.74,99.67,87.56,0.99,15.37,12.37,3.28,486.67,93.71,15.1,17.4,7863.57,28.07,21311,90.89,0.8,11.45,18.4
Rusia,2015,1757.06,24.21,49.36,-0.02,0.42,350.13,8.17,13.54,93.32,1.29,3.2,7.74,29811.8,9.76,21.84,100,96.46,65.22,36.5,6.6,71.18,99.67,87.79,0.99,15.74,12.37,3.24,487,94.09,15.1,17.4,7375.27,27.31,20855,90.89,0.8,11.51,18.4
Rusia,2016,1734.56,24.96,46.52,0,0.15,360,6.39,14.24,91.83,1.27,3.4,7.96,29734.76,8.19,21.09,100,96.54,65.63,36.7,6.1,71.65,99.65,88.01,0.99,15.84,12.38,3.21,489.67,94.57,14.4,17.4,7085.3,29.57,26977,90.89,0.8,10.93,18.4
Rusia,2017,1763.15,25.56,46.88,0.02,-0.05,362.34,7.73,16.33,91.71,1.27,3.2,7.96,29677.91,9.72,21.6,100,96.63,59.47,35.5,5.5,72.45,99.65,88.24,0.98,15.81,12.39,3.24,492.33,91.35,13.8,17.4,7311.39,30.43,22101,90.89,0.8,9.14,18.4
Rusia,2018,1841.44,25.95,51.58,0.03,0.08,387.15,9.18,16.17,91.61,1.29,3.2,8.23,29656.51,14.47,22.06,100,96.71,59.79,35.3,5.1,72.66,100,88.47,0.98,15.49,12.39,3.33,495,91.52,14.8,17.4,7705.96,28.56,22101,90.89,0.8,8.21,18.4
Rusia,2019,1909.82,26.21,49.23,0.02,0.41,419.5,7.12,17.28,91.61,1.31,3.2,8.06,29645.26,12.21,22.55,100,96.8,59.4,35.7,4.7,73.08,100,88.71,0.98,15.22,12.4,3.5,489.33,91.44,14.8,17.4,7723.2,23.77,22101,90.89,0.8,7.69,18.4
Rusia,2020,1828.8,26.43,45.97,-0.03,0.36,510.24,8.47,22.99,91.61,1.29,3.7,8.16,29687.74,7.59,21.95,100,96.88,58.39,33.7,4.4,71.34,99.59,88.94,0.98,14.89,12.41,4.22,483.67,91.81,14.8,17.4,7483.19,18.84,22101,90.89,0.8,7.35,18.4
