Pais,Fecha,Emisiones_CO2,Ratio_Dependencia,Comercio_PIB,Crecimiento_PIB,Coef_Inverso_Variacion,Indice_HHI,Ahorro_Neto_Ajustado,Deuda_Gobierno,Polucion_Aire,Intensidad_CO2,Consumo_Energia_Renovable,Intensidad_Energetica,Agua_Dulce_Renovable,Renta_Recursos_Naturales,Productividad_Agua,Acceso_Electricidad,Consumo_Agua_Potable,Empleo,Indice_Gini,Tasa_Mortalidad,Esperanza_Vida,Finalizacion_Primaria,Servicios_Saneamiento,Paridad_Genero_Educacion,Participacion_Laboral,Escolaridad,Indice_Crecimiento_Verde,Habilidades_Estudiantes,Logros_Educativos,Viviendas_Sin_Servicios,Gastos_Vivienda,Ajuste_Neto_Nacional,Desempleo_Largo_Plazo,Personal_earning,Calidad_Red_Apoyo,Compromiso_Partes_Interesadas,Tasa_Homicidios,Tiempo_Ocio_Cuidado_Personal
Irlanda,2023,32.48,29.06,237.22,-0.08,0.54,1365.21,12.1,45.4,0.27,0.07,12.7,0.97,9735.43,0.1,299.84,100,95.99,62.68,28.5,2.7,83.76,99.79,89.24,1.04,10.51,11.63,4.51,492,79.52,0.95,27.98,42426.46,31.71,52242.62,84.88,1.42,0.44,15.28
Irlanda,2024,32.48,29.06,237.22,-0.08,0.54,1365.21,12.1,45.4,0.27,0.07,12.7,0.97,9735.43,0.1,299.84,100,95.98,63.63,28.5,2.7,84.46,99.79,89.22,1.04,10.51,11.63,4.62,492,79.52,0.95,27.98,42426.46,31.71,52242.62,84.88,1.42,0.44,15.28
Islandia,2008,3.78,30.93,82.69,-0.08,1.71,957.67,-4.95,129.74,14.72,0.22,74,13.58,535578.14,0,74.14,100,100,79.5,31.8,2.2,81.61,97.71,98.79,1.02,11.25,12.74,4.12,491,64.08,0.53,23.77,32577.26,4.59,62292,97.63,1.54,0,14.06
Islandia,2009,3.83,31.05,89.39,-0.03,0.23,938.42,-4.95,145.75,15.76,0.24,74.7,15.27,533753.64,0,63.92,100,100,74.52,28.7,2.2,81.75,97.69,98.79,1.02,9.08,12.83,4.11,491,64.08,0.53,23.77,32577.26,7.06,52694,97.61,1.54,0.31,14.06
Islandia,2010,3.74,31.27,93.65,0.02,-0.03,1006.25,-4.95,150.63,16.29,0.24,76,14.89,534522.28,0,58.25,100,100,74.3,26.2,2.1,81.9,97.67,98.78,1.01,8.3,12.92,4.11,492.67,64.08,0.53,25.11,32577.26,21.26,54268,97.59,1.54,0.63,14.06
Islandia,2011,3.6,31.23,101.41,0.01,-0.12,1008.81,-4.95,156.92,16.81,0.23,77.1,15.65,532891.97,0,56.02,100,100,74.19,26.8,2.1,82.36,97.63,98.78,1,8.19,13.01,4.1,494.33,68.15,0.74,25.37,32577.26,28.09,56570,97.57,1.54,0.94,14.06
Islandia,2012,3.65,31.12,104.09,0.04,-0.43,1035.72,-2.15,152.74,16.97,0.23,77.7,15.11,530063.98,0,53.66,100,100,75.09,26.8,2.1,82.92,97.59,98.78,1,7.24,13.1,4.13,496,69.14,0.21,25.28,32577.26,28.18,56277,97.55,1.54,0.31,14.06
Islandia,2013,3.71,31.04,98.79,0.01,-0.22,944.12,8,140.95,13.19,0.23,76.8,15.07,525073.82,0,56.66,100,100,76.35,25.4,2.1,82.06,97.51,98.78,1.02,7.58,13.19,4.19,490,70.12,0.37,24.64,33576.35,21.87,57135,95.74,1.54,0.31,14.06
Islandia,2014,3.46,30.89,96.67,0.03,0.31,969.88,9.27,135.8,12.84,0.21,77.6,14.77,519264.72,0,60.9,100,100,78.12,27.8,2,82.86,97.43,98.78,1.01,8.07,13.28,4.22,484,71.09,0.26,24.53,38325.49,14.65,57946,96.88,1.54,0.31,14.61
Islandia,2015,3.63,30.54,95.82,0.05,1.29,967.45,12.33,117.37,12.12,0.21,78,13.47,513882.38,0,62.67,100,100,79.69,26.8,2.1,82.47,97.34,98.78,1,7.67,13.37,4.27,478,72.3,1,24.32,39320.93,16.15,61777,98.03,2.52,0.91,14.61
Islandia,2016,3.18,30.05,88.33,0.02,1.33,775.83,15.25,103.36,11.98,0.17,80.9,11.93,506798.55,0,71.62,100,100,81.31,27.2,2.1,82.2,97.27,98.78,1,8.69,13.46,4.3,476.33,76,1.21,24.02,42267.31,8.9,68732,98.49,2.52,0.3,14.13
Islandia,2017,3.33,29.44,86.98,0.02,1.69,861.98,13.74,90.44,11.1,0.17,80.8,12.12,495049.51,0,66.91,100,100,80.61,26.1,2.1,82.66,97.26,98.78,1,8.39,13.55,4.32,474.67,74.95,1.09,22.98,44863.59,10.26,75287,96.68,2.52,0.87,14.15
Islandia,2018,3.31,28.75,88.64,0,1.55,854.32,10.55,81.96,10.29,0.16,81.4,12.68,481967.33,0,70.18,100,100,79.63,26.1,2.1,82.86,97.26,98.78,0.99,8.49,13.64,4.39,473,75.56,0.97,22.93,46078.8,13.64,79476,97.02,3.25,0.85,14.15
Islandia,2019,3.17,28.24,82.86,-0.08,1.22,921.12,15.25,90.11,10.29,0.15,81.7,12.25,471484.87,0,71.48,100,100,78.39,26.1,2.1,83.16,97.28,98.78,0.99,8.19,13.73,4.42,473.67,73.87,0.97,22.98,45011.59,7.51,76444,97.37,3.25,0.28,14.15
Islandia,2020,3.03,28.07,67.98,0.04,0,1044.51,7.83,100.32,10.29,0.16,82.9,12.92,463894.04,0,66.52,100,100,74.65,26.1,2.1,83.06,97.29,98.78,0.99,8.23,13.77,4.34,474.33,74.14,0.97,23.42,47871.42,10.41,71687,98.33,3.25,1.36,14.15
Islandia,2021,3.23,28,76.27,0.06,-0.06,1281.74,5.7,95.82,10.29,0.16,82.4,12.33,456351.34,0,70.02,100,100,69.08,26.1,2.1,83.17,97.3,98.78,0.99,8.33,13.75,5.08,475,79.73,0.97,26.65,42230.19,21.29,74654.52,97.48,3.25,0.54,14.15
Islandia,2022,3.25,27.63,91.53,0.02,0.11,1169.84,5.7,86.29,10.29,0.15,82.4,11.93,456351.34,0,70.02,100,100,71.78,26.1,2,82.17,97.32,98.78,0.99,7.62,13.76,4.62,469,79.15,0.97,25.16,42619.56,13.48,79473.36,98,3.25,0.54,14.15
Islandia,2023,3.09,27.11,86.79,0.06,0.11,1169.84,5.7,81.06,10.29,0.13,82.4,11.93,456351.34,0,70.02,100,100,72.4,26.1,2,81.18,97.34,98.78,0.99,8.56,13.75,4.49,469,79.15,0.97,23.22,42619.56,13.48,79473.36,98,3.25,0.54,14.15
Islandia,2024,3.09,27.11,86.79,0.06,0.11,1169.84,5.7,81.06,10.29,0.13,82.4,11.93,456351.34,0,70.02,100,100,73.02,26.1,2,80.18,97.37,98.78,0.99,8.56,13.75,4.76,469,79.15,0.97,23.22,42619.56,13.48,79473.36,98,3.25,0.54,14.15
Israel,2008,67.89,44.63,76.09,0.01,1.71,1417.42,12.3,70.15,100,0.29,8.9,3.89,102.62,0.39,172.99,100,100,58.11,41.6,4,80.95,99.71,100,1.01,13.57,12.42,3.25,454,77.34,3.8,21.4,25377.16,22.72,35979,85.19,0.99,1.7,13.81
Israel,2009,67.12,44.74,62.46,-0.01,0.23,1532.46,12.25,72.47,100,0.28,8.5,3.63,100.19,0.31,176.61,100,100,57.2,42.6,3.8,81.4,99.74,100,1.01,11.78,12.46,3.21,454,77.34,3.8,23.12,25492.22,20.25,34890,92.97,0.99,2,13.81
Israel,2010,72.03,45.02,66.29,0.04,-0.03,1447.94,13.68,68.94,100,0.29,8.6,3.7,98.38,0.17,188.39,100,100,58.05,42.6,3.7,81.6,99.78,100,1.01,11.87,12.5,3.23,454.33,77.59,3.8,22.86,26699.61,22.36,34993,86.05,0.99,2.05,13.81
Israel,2011,71.22,45.37,69.5,0.04,-0.12,1338.66,14.21,67.1,100,0.27,9.1,3.5,96.58,0.28,204.8,100,100,58.59,41.4,3.5,81.66,99.81,100,1.01,12.11,12.6,3.25,454.67,78.54,3.8,22.96,27555.54,20.23,35189,88.76,0.99,1.97,13.81
Israel,2012,77.66,45.74,70.56,0.01,-0.43,1300.47,13.01,66.79,100,0.28,2.9,3.45,94.81,0.27,216.45,100,100,60.85,41.3,3.4,81.7,99.95,99.99,1.01,12.14,12.69,3.23,455,80.29,3.8,23.69,27482.65,13.27,35792,89.42,0.99,1.69,13.81
Israel,2013,68.36,46.05,64.67,0.02,-0.22,1283.68,14.95,65.93,100,0.24,3.3,3.03,93.06,0.26,232.88,100,100,61.12,39.9,3.3,82.06,100,99.98,1.01,12.14,12.8,3.26,460,80.66,3.8,23.77,28696.52,12.75,35900,90.35,0.99,1.64,14.48
Israel,2014,66.02,46.28,62.21,0.02,0.31,1328.91,16.57,64.72,100,0.22,3.7,2.82,91.29,0.24,249.9,100,100,61.82,39.8,3.2,82.15,99.89,99.97,1.01,11.2,12.92,3.28,465,81.23,3.8,24.15,29770.64,10.64,36112,86.99,2.58,1.37,14.48
Israel,2015,68.07,46.5,59.35,0,1.29,1660.44,16.85,63.03,100,0.22,3.7,2.9,89.5,0.23,264.16,100,100,62.16,39.7,3.2,82.05,99.95,99.97,1.01,11.12,12.96,3.29,470,81.44,3.8,24.5,30461.96,11.45,37213,85.72,2.58,1.37,13.94
Israel,2016,67.66,46.71,58.25,0.02,1.33,1588.42,16.66,61.57,100,0.21,4,2.79,87.76,0.18,263.51,100,100,62.54,39,3.1,82.41,99.95,99.96,1.01,10.68,13.06,3.3,469,83.41,3.7,24.29,31562.68,13.52,38698,86.95,2.58,1.27,13.93
Israel,2017,67.93,46.88,56.72,0.02,1.69,1462.96,16.92,59.64,100,0.21,3.9,2.64,86.08,0.18,274.31,100,100,62.78,38.2,3,82.55,99.84,99.95,1.01,10.64,13.15,3.32,468,83.56,4,24.53,32537.39,11.59,39898,90.42,2.58,1.48,13.93
Israel,2018,63.58,46.93,59.14,0.02,1.55,1384.47,16.62,59.95,100,0.19,3.8,2.59,84.43,0.24,308.33,100,100,62.87,38.6,2.9,82.8,100,99.95,1.01,9.34,13.25,3.34,467,83.49,4,24.71,33079.58,6.99,41059,89.15,2.74,1.37,13.93
Israel,2019,65.46,46.88,56.67,0.02,1.22,1298.59,17.39,59.05,100,0.18,4.5,2.46,82.84,0.19,305.71,100,100,62.57,38.3,2.9,82.8,100,99.94,1.01,8.93,13.35,3.58,465.33,84.16,4,24.94,34135.23,5.71,41964,94.03,2.74,1.53,13.93
Israel,2020,61.53,46.79,51.15,-0.03,0,1060.52,18.79,70.69,100,0.18,5.6,2.59,81.39,0.27,274.79,100,100,60.76,37.8,2.8,82.65,100,99.94,1.01,8.16,13.44,3.56,463.67,85.19,4,28.17,32697.7,4.94,42130,95.4,2.74,1.43,13.93
Israel,2021,61.09,46.68,55.06,0.08,-0.06,962.59,19.2,67.42,100,0.16,6.2,2.39,80.03,0.44,250.59,100,100,60.27,37.9,2.8,82.5,100,99.93,1.01,7.38,13.39,4.39,462,85.19,4,26.07,35058.59,9.57,44338.87,90.61,2.74,1.94,13.93
Israel,2022,62.85,46.42,60.5,0.04,0.11,898.16,19.2,60.18,100,0.15,6.2,2.3,80.03,0.44,250.59,100,100,62.35,34.5,2.7,82.7,100,99.92,1.01,7.38,13.42,4.26,458,85.32,4,25.04,35058.59,8.87,44155.95,90.61,2.74,1.94,13.93
Israel,2023,61.26,46.05,57.53,0,0.11,898.16,19.2,61.44,100,0.15,6.2,2.3,80.03,0.44,250.59,100,100,62.86,34.5,2.7,82.9,100,99.92,1.01,6.34,13.41,4.37,458,85.32,4,25.04,35058.59,8.87,44155.95,90.61,2.74,1.94,13.93
Israel,2024,61.26,46.05,57.53,0,0.11,898.16,19.2,61.44,100,0.15,6.2,2.3,80.03,0.44,250.59,100,100,63.38,34.5,2.7,83.1,100,99.91,1.01,6.34,13.41,4.78,458,85.32,4,25.04,35058.59,8.87,44155.95,90.61,2.74,1.94,13.93
Italia,2008,465.4,21.33,54.21,-0.02,0.3,449.3,6.13,105.8,98.42,0.23,10.8,2.88,3102.33,0.15,37.09,100,99.76,45.8,33.8,3.5,81.49,99.74,99.89,0.99,21.93,9.65,3.25,475,44,3.3,20.93,27542.61,45.73,46864,86.44,1.21,1.04,20.5
Italia,2009,414.21,21.38,45.14,-0.06,-0.32,446.2,3.92,116.1,98.26,0.22,12.5,2.84,3088.23,0.09,56,100,99.79,44.72,33.8,3.4,81.64,99.74,99.89,0.99,21.54,9.73,3.22,475,44.73,3.3,22.04,26264.87,44.6,47224,86.69,1.21,0.99,20.5
Italia,2010,424.04,21.43,51.66,0.01,-0.24,427.56,3.17,118.7,98.19,0.22,12.8,2.86,3078.74,0.11,56.67,100,99.81,44.17,34.7,3.4,82.04,99.76,99.89,0.99,21.09,9.82,3.22,479.67,45.5,3.3,22.02,26201.66,48.47,47629,85.98,1.21,0.88,20.5
Italia,2011,414.91,21.45,54.47,0.01,-0.32,434.23,3.2,119.1,98.11,0.22,11.9,2.75,3073.45,0.16,56.89,100,99.84,44.12,35.1,3.3,82.19,99.78,99.89,0.99,20.47,9.9,3.23,484.33,46.16,6.71,22.02,26054.51,51.97,46866,90.5,1.21,0.92,20.5
Italia,2012,394.86,21.48,54.88,-0.03,-0.64,418.03,2.42,125.9,98.58,0.21,14.4,2.72,3065.18,0.17,54.93,100,99.87,43.85,35.2,3.2,82.24,99.8,99.89,0.99,19.69,10.02,3.22,489,47.28,6.07,23.09,24935.46,53.16,45379,85.97,1.21,0.88,19.96
Italia,2013,362.1,21.49,54.03,-0.03,-0.71,406.67,2.93,131.8,97.85,0.2,16.3,2.67,3029.85,0.16,53.83,100,99.89,42.87,34.9,3.1,82.69,99.82,99.89,0.99,19.11,10.12,3.22,490.67,48.15,4.56,23.71,24271.64,56.94,45527,91.27,1.21,0.83,19.96
Italia,2014,343.35,21.45,54.45,-0.01,-0.54,416.65,3.85,134.8,97.26,0.19,17.1,2.52,3002.18,0.14,53.85,100,99.92,42.84,34.7,3.1,83.09,99.84,99.89,0.99,18.71,10.22,3.24,492.33,48.64,5.24,23.35,24316.38,61.4,45704,89.66,1.21,0.79,19.96
Italia,2015,354.02,21.33,55.44,0.01,-0.58,424.29,3.54,134.7,96.58,0.19,16.6,2.6,3005.08,0.08,54.34,100,99.92,43.14,35.4,3,82.54,99.85,99.89,1,19.2,10.31,3.23,494,49.15,4.86,23.22,24535.58,58.92,46103,90.68,2.57,0.78,19.96
Italia,2016,349.45,21.13,54.43,0.01,-0.44,432.56,5.41,134.2,96.75,0.19,16.1,2.54,3010.19,0.05,55.16,100,99.92,43.72,35.2,2.9,83.24,99.86,99.89,1,18.89,10.39,3.25,489.67,50.11,6.52,22.9,25477.28,58.98,46469,92.11,2.57,0.67,19.96
Italia,2017,345.93,20.91,57.58,0.02,0.03,412.15,6.28,133.7,94.55,0.18,16.4,2.54,3014.7,0.06,56.2,100,99.92,44.23,35.9,2.8,82.95,99.87,99.89,0.98,18.49,10.48,3.29,485.33,51,6.82,22.6,25938.87,59.34,46169,91.74,2.57,0.63,19.96
Italia,2018,340.61,20.66,59.27,0.01,0.82,446.15,6.88,134.1,94.78,0.18,17.1,2.47,3020.44,0.1,56.82,100,99.92,44.62,35.2,2.7,83.35,99.88,99.89,0.98,18.35,10.57,3.33,481,51.98,5.28,22.49,26365.15,59.61,46230,90.68,2.59,0.6,19.96
Italia,2019,332.49,20.39,58.69,0.02,3.93,436.55,7,133.8,94.78,0.17,17.3,2.43,3055.46,0.08,56.79,100,99.92,44.93,34.6,2.6,83.5,99.88,99.89,0.98,17.99,10.65,3.62,476.67,52.58,4.37,22.46,26726.29,57.54,46460,83.16,2.59,0.53,19.96
Italia,2020,295.87,20.11,53.94,-0.08,-0.12,450.66,5.48,154.3,94.78,0.17,18.7,2.47,3070.38,0.06,52.06,100,99.92,44.06,35.2,2.5,82.2,99.89,99.89,0.99,18.06,10.74,3.5,472.33,52.46,2.28,25.06,24318.43,53.11,44246,88.84,2.59,0.48,19.96
Italia,2021,334.28,19.8,60.3,0.09,0.17,450.5,7.69,145.7,94.78,0.18,17.5,2.51,3086.25,0.11,56.71,100,99.92,43.96,34.8,2.3,82.65,99.9,99.89,0.99,17.67,10.7,4.34,468,52.44,2.33,24.34,25980.68,57.98,45960.65,88.55,2.59,0.51,19.96
Italia,2022,332.77,19.46,72.05,0.05,0.26,462.21,7.69,138.3,94.78,0.17,17.5,2.3,3086.25,0.11,56.71,100,99.92,45.14,34.9,2.2,82.9,99.91,99.89,0.99,17.58,10.72,4.27,471,52.8,3.04,24.82,25980.68,58.41,44893.33,88.55,2.59,0.51,19.96
Italia,2023,305.49,19.08,66.24,0.01,0.25,462.21,7.69,134.8,94.78,0.15,17.5,2.3,3086.25,0.11,56.71,100,99.92,46.07,34.9,2.2,83.15,99.91,99.88,0.99,17.5,10.71,4.36,471,52.8,3.04,24.82,25980.68,58.41,44893.33,88.55,2.59,0.51,19.96
Italia,2024,305.49,19.08,66.24,0.01,0.25,462.21,7.69,134.8,94.78,0.15,17.5,2.3,3086.25,0.11,56.71,100,99.92,47,34.9,2.2,83.41,99.91,99.88,0.99,17.5,10.71,4.68,471,52.8,3.04,24.82,25980.68,58.41,44893.33,88.55,2.59,0.51,19.96
Japon,2008,1224.96,21.07,34.13,-0.01,0.79,722.46,5.86,138.57,92.09,0.29,4.4,4.19,3357.72,0.02,52.42,100,98.65,57.75,34.8,2.5,82.59,100,99.98,1.01,24.27,12.44,4.09,531,80.34,6.4,25.71,26020.69,33.33,41463,88.05,0.54,0.51,15.56
Japon,2009,1161.41,21.1,24.39,-0.06,-0.16,786.16,1.67,156.98,92.34,0.29,4.5,4.26,3358.14,0.02,49.9,100,98.69,56.83,33.45,2.4,82.93,100,99.98,1.01,23.52,12.49,4.12,531,80.34,6.4,26.33,24510.11,28.53,40869,88.67,0.54,0.39,15.62
Japon,2010,1220.45,21.05,28.5,0.04,-0.01,829.61,3.82,160.5,92.46,0.29,4.7,4.3,3357.54,0.02,52.08,100,98.73,56.54,32.1,2.3,82.84,100,99.97,1.01,23.15,12.53,4.06,533.67,80.34,6.4,26.32,25719.78,37.58,40999,89.67,0.54,0.36,15.62
Japon,2011,1273.35,21.08,30.19,0,-0.07,839.37,3.12,175.57,92.59,0.3,4.8,3.98,3363.76,0.02,52.23,100,98.76,56.55,32.37,2.3,82.59,100,99.97,1.01,23,12.54,4.11,536.33,80.82,6.4,26.64,25572.95,39.42,41656,91.25,0.54,0.35,15.62
Japon,2012,1311.3,21.18,30.47,0.02,-0.06,832.28,2.94,183.71,92.56,0.31,4.7,3.83,3369.14,0.02,53.1,100,98.8,56.44,32.63,2.2,83.1,100,99.97,1.01,22.64,12.56,4.11,539,81.31,6.4,26.68,26015.13,38.49,40963,90.07,0.54,0.34,15.62
Japon,2013,1326.71,21.29,33.98,0.02,0.12,844.05,3.23,186.56,89.13,0.3,5,3.78,3374,0.02,54.31,100,98.84,56.85,32.9,2.1,83.33,100,99.96,1.01,21.66,12.57,3.23,541.67,81.79,6.4,26.18,26755.66,41.25,40995,91.11,0.54,0.29,15.62
Japon,2014,1276.26,21.33,37.43,0,1.08,870.77,3.45,192.11,89.8,0.29,5.6,3.64,3378.48,0.03,54.62,100,98.88,57.31,33,2.1,83.59,100,99.96,1.01,21.17,12.59,3.34,544.33,82.28,6.4,25.92,26886.02,37.55,40257,88.54,0.54,0.31,15.14
Japon,2015,1235.42,21.32,35.43,0.02,1.43,874.41,6.05,194.58,87.82,0.28,6.2,3.53,3382.07,0.03,55.62,100,98.91,57.49,33.1,2,83.79,100,99.96,1,20.8,12.6,3.37,547,82.76,6.4,25.32,28006.31,35.51,40062,90.99,0.57,0.29,15.14
Japon,2016,1232.88,21.29,31.31,0.01,1.9,865.13,6.81,193.23,88.67,0.28,6.4,3.48,3383.8,0.03,56.19,100,98.95,58.11,33.2,2,83.98,100,99.96,1.01,20.16,12.61,3.39,544,83.24,6.4,25.1,28412.55,39.5,40609,89.44,0.57,0.29,15.14
Japon,2017,1217.85,21.22,34.42,0.02,1.9,882.81,7.32,193.49,75.41,0.27,6.9,3.44,3386.57,0.04,57.42,100,98.99,58.74,33.3,1.9,84.1,100,99.95,1,19.41,12.63,3.43,541,83.73,6.4,24.94,28832.86,36.72,40710,87.87,0.57,0.24,15.14
Japon,2018,1179.22,21.11,36.61,0.01,1.84,901.7,6.82,197.34,76.76,0.26,7.3,3.36,3390.87,0.04,57.94,100,99.03,59.93,33.4,1.9,84.21,100,99.95,1,18.72,12.64,3.35,538,84.21,6.4,24.73,28762.42,31.95,41172,87.76,0.57,0.26,15.14
Japon,2019,1139.5,20.96,35.22,0,1.16,910.26,6.63,198.01,76.76,0.25,7.8,3.29,3395.64,0.09,58.22,100,99.06,60.55,33.53,1.8,84.36,100,99.95,1,18.08,12.66,3.61,535,84.7,6.4,24.65,28694.79,32.3,41699,87.39,0.57,0.25,14.71
Japon,2020,1072.17,20.76,31.33,-0.04,-0.07,994.3,4.73,215.76,76.76,0.25,8.5,3.2,3405.64,0.1,55.8,100,99.1,60.21,33.67,1.8,84.56,100,99.94,1,18.26,12.67,4.36,532,85.18,6.4,25.95,27232.52,28.04,41442,88.65,0.57,0.25,14.71
Japon,2021,1084.92,20.51,36.77,0.03,0.11,972.07,3.55,216.33,76.76,0.24,8.8,3.25,3421.34,0.05,57.23,100,99.14,60.31,33.8,1.8,84.45,100,99.94,1,17.75,12.66,4.29,529,85.18,6.4,25.98,27008.84,35.83,42041.31,89.17,0.57,0.23,14.71
Japon,2022,1009.98,20.19,46.84,0.01,0.08,928.06,3.55,216.21,76.76,0.22,8.8,3.15,3421.34,0.05,57.23,100,99.14,60.87,33.8,1.7,84,100,99.94,1,17.19,12.67,4.33,536,85.18,6.4,25.98,27008.84,35.56,41509.2,89.31,0.57,0.23,14.71
Japon,2023,944.76,19.82,45.16,0.02,0.18,928.06,3.55,216.21,76.76,0.21,8.8,3.15,3421.34,0.05,57.23,100,99.14,61.24,33.8,1.7,83.55,100,99.93,1,16.61,12.66,4.54,536,85.18,6.4,25.98,27008.84,35.56,41509.2,89.31,0.57,0.23,14.71
Japon,2024,944.76,19.82,45.16,0.02,0.18,928.06,3.55,216.21,76.76,0.21,8.8,3.15,3421.34,0.05,57.23,100,99.14,61.62,33.8,1.7,83.1,100,99.93,1,16.61,12.66,4.75,536,85.18,6.4,25.98,27008.84,35.56,41509.2,89.31,0.57,0.23,14.71
Letonia,2008,8.48,20.58,95.77,-0.02,1.38,526.35,6.34,19.5,99.51,0.31,33.7,3.54,7780.2,0.71,119.02,99.7,98.16,56.78,37.2,7.3,72.42,99.5,89.56,1,14.81,12.35,3.34,490,82.16,6.51,23.1,10107.72,24,25508,82.06,2.28,3.41,13.83
Letonia,2009,7.75,20.79,88.83,-0.15,0.34,538.75,6.57,38,99.53,0.34,38.4,3.96,7909.72,0.89,57.9,100,98.21,49.6,35.9,6.9,73.08,99.5,89.81,0.99,12.72,12.46,3.31,490,83.68,6.51,22.99,9193.52,25.81,23031,77.98,2.28,3.41,13.83
Letonia,2010,8.88,20.98,110.86,-0.02,0.11,583.16,7.65,48.6,99.54,0.4,33.1,4.25,8076.07,1.28,80.04,99.8,98.27,47.41,35,6.5,73.48,99.5,90.07,0.98,11.35,12.57,3.32,491.33,85.21,6.51,21.11,8095.47,45,22140,79.78,2.28,3.41,13.83
Letonia,2011,8.23,21.17,129.73,0.05,-0.05,585.91,6.14,46.6,99.55,0.36,35.5,3.91,8224.46,1.33,61.49,99.8,98.32,49.04,35.8,6,73.58,99.5,90.33,0.98,12.48,12.61,3.34,492.67,84.81,9.42,22.14,8657.63,54.52,21373,81.57,2.28,3.41,13.83
Letonia,2012,8.03,21.45,133.21,0.09,-0.11,572.23,5.64,44,99.26,0.33,40.4,3.79,8327.11,1.43,98.12,100,98.37,50.74,35.2,5.5,73.78,99.51,90.58,0.98,12.47,12.7,3.39,494,86.09,5.14,22.76,9234.97,52.06,22240,82.66,2.28,3.41,13.83
Letonia,2013,7.78,21.91,129.68,0.03,0.01,608.26,3.05,41.8,97.97,0.31,39.6,3.65,8416.78,1.14,105.35,100,98.42,52.38,35.5,5.1,73.98,99.51,90.83,0.98,12.34,12.81,3.39,496.67,86.86,10.03,21.52,9648,48.53,23301,79.62,2.28,2.46,13.83
Letonia,2014,7.57,22.52,130.04,0.03,0.98,592.99,5.73,43.1,96.59,0.3,40.2,3.58,8496.42,1.13,150.65,100,98.48,52.84,35.1,4.7,74.12,99.52,91.08,0.99,13.21,12.86,3.43,499.33,87.8,6.12,22.09,9971.52,43.07,24864,84.6,2.28,3.18,13.83
Letonia,2015,7.65,23.13,126.38,0.05,2.17,688.92,7.42,38.3,96.63,0.29,38.1,3.39,8566.25,1,149.09,100,98.53,54.14,34.2,4.3,74.48,99.52,91.52,0.99,13.37,12.87,3.46,502,88.29,2.64,21.28,10454.85,45.52,26944,84.17,2.28,3.36,13.83
Letonia,2016,7.48,23.77,123.33,0.03,1.97,657.91,7.02,41.7,92.27,0.28,38.5,3.3,8644.9,0.98,145.36,100,98.58,54.59,34.3,4,74.58,99.53,91.96,0.99,12.21,12.94,3.47,498,88.73,2.78,21.21,11193.93,41.65,28523,88.78,2.28,3.5,13.83
Letonia,2017,7.43,24.37,128.71,0.04,5.35,603.79,7.15,40.3,89.41,0.27,42.6,3.31,8721.85,1.21,154.24,100,98.63,55.53,35.6,3.8,74.63,99.54,92.4,1,12.74,13.06,3.56,494,88,2.41,20.85,11831.55,37.79,29546,85.6,2.76,4.14,13.83
Letonia,2018,8.11,24.75,128.23,0.05,4.91,553.64,6.73,38.3,89.01,0.28,41,3.35,8790.07,1.07,158.93,100,98.69,56.89,35.1,3.6,74.78,99.55,92.4,1,12.67,13.18,3.56,490,90.3,2.24,20.8,12495.98,41.69,30640,88.15,2.76,4.34,13.83
Letonia,2019,7.85,25.04,125.29,0.01,2.57,610.36,7.25,37.9,89.01,0.27,41.5,3.16,8851.4,1.19,164.23,100,98.74,57.36,34.5,3.4,75.39,99.55,92.41,1,12.44,13.25,3.75,489,90.93,1.87,21.1,12976.21,38.18,31972,90.41,2.76,3.39,13.83
Letonia,2020,7.22,25.26,123.88,-0.03,0.73,592.71,6.75,44,89.01,0.26,43.8,3.08,8913.68,1.27,156.27,100,98.79,56.68,35.7,3.2,75.19,99.56,92.42,1,12.67,13.33,3.7,488,90.14,1.58,22.35,12811.68,27.33,33199,92.01,2.76,3.69,13.83
Letonia,2021,7.43,25.34,136.79,0.08,0.78,721.9,3.45,45.9,89.01,0.25,44,3.1,8989.17,1.17,167.13,100,98.84,55.66,34.3,3,72.98,99.57,92.44,1,13.07,13.29,4.48,487,88.16,0.89,22.66,13664.82,30.33,35923.06,94.74,2.76,3.04,13.83
Letonia,2022,6.66,25.25,159.83,0.02,0.68,721.13,3.45,44.4,89.01,0.22,44,2.88,8989.17,1.17,167.13,100,98.89,56.97,34,2.8,74.58,99.58,92.45,1,12.45,13.31,4.33,485,88.77,0.63,21.29,13664.82,29.07,34136.15,94.74,2.76,3.04,13.83
Letonia,2023,6.55,24.92,137.68,0.02,0.55,721.13,3.45,45,89.01,0.21,44,2.88,8989.17,1.17,167.13,100,98.95,57.22,34,2.8,73.78,99.58,92.46,1,12.36,13.3,4.4,485,69.23,0.63,21.29,13664.82,29.07,34136.15,94.74,2.76,3.04,13.83
Letonia,2024,6.55,24.92,137.68,0.02,0.55,721.13,3.45,45,89.01,0.21,44,2.88,8989.17,1.17,167.13,100,99,57.47,34,2.8,74.18,99.59,92.48,1,12.36,13.31,4.61,485,69.23,0.63,21.29,13664.82,29.07,34136.15,94.74,2.76,3.04,13.83
