Country,Year,CO2 Emissions (Mt CO2e),Age dependency ratio(%),Trade (% of GDP),GDP growth (%),Coeficiente inverso de variacion,HIRSCHMAN-HERFINDAHL INDEX (HHI), Adjusted net saving (%),Goverment Debt (%),Air pollution (%),Intensidad de CO2 (kg CO2 per),Renewable energy consumption (%),Energy intensity (MJ),Renewable freshwater (cubic meters),Natural resources rents (%),Water productivity ($ GDP por metro cubico),Acces electricity (%),Using drinking water (%),Employment (%),indice de Gini,Mortaly rate (%),Life expentacy (years),Poverty gap (%),Primary completion (%),Sanitation services (%),"School  enrollment, gender parity index",LABOR FORCE PARTICIPATION  (% POINTS),Years scholling,Indice de crecimiento verde,Students abilities,Educational attainment (%),Dwellings without basic facilities (%),Housing expenditure (%),Adjusted net national ($),Household net wealth (%) ,Unemployed long term (%),Personal earning  ($),Quality of support network (%),Stakeholder engagement,Life satisfaction,"Homicide rate (por cada 100,000)",Time to leisure ande personal care
Australia,2008,404.2851,28.60648209,42.8467764,0.015311501,2.8782704,1031.308377,6.32460524,18.1805466,33.4924204,0.356717081,6.8,5.38,23153.81394,8.526419382,74.54505222,100,99.84255512,62.719,35.4,4.4,81.39512195,0.4,99.25,99.99474252,,14.097,11.938,4.486610088,,70.08999634,1.1,21.78319566,44512.59603,332.0227,18.71584947,54149,94.18894283,2.79,,1.228358246,20.83
Australia,2009,410.2594,28.4224574,45.74086303,0.015311501,1.509589427,1130.082168,9.539191068,23.86865497,33.23169669,0.355264862,7.1,5.28,22681.53561,4.967773384,82.32684816,100,99.86367471,61.806,,4.2,81.54390244,0.4,99.27,99.99524087,,13.577,11.987,4.524292652,527,70.86000061,1.1,22.1707784,44512.59603,361.7391,20.57865079,53644,,2.79,,1.214169758,20.83
Australia,2010,415.2731,28.29128644,40.52158899,0.006420435,1.269378317,1324.778722,7.471094833,28.66339754,33.10133483,0.351796667,8.2,5.17,22331.40808,8.066600256,89.59658462,100,99.88314449,61.998,34.7,4,81.69512195,0.4,99.58,99.99573923,,13.766,12.034,4.453583631,,72.80000305,1.1,22.49656993,44512.59603,346.5415,19.18317166,55536,95.35370896,2.79,,1.049085936,20.83
Australia,2011,412.8096,28.23998248,41.85113203,0.009939465,1.206057305,1416.099388,8.760957985,30.09539963,32.97097298,0.341489792,8.3,5.06,22023.25297,8.723520359,91.47552171,100,99.89196182,62.114,,3.8,81.89512195,0.4,99.3,99.99623759,,13.323,12.116,4.557037238,,74.05999756,1.1,22.945093,44512.59603,320.8005,19.32039902,57361,96.66177958,2.79,7.344625,1.109270577,20.83
Australia,2012,413.3193,28.29143837,43.1642965,0.021182553,1.165167505,1455.714557,10.61291762,39.44166137,36.32342315,0.329024499,8.3,4.82,21642.10339,5.298138804,79.165372,100,99.90076959,61.766,32.6,3.6,82.04634146,0.4,99.32,99.99673594,,12.98,12.296,4.426768216,527,76.48000336,1.1,23.35517575,44512.59603,355.5973,19.60439926,57752,93.85969281,2.79,,1.069106094,20.83
Australia,2013,405.6523,28.38574661,41.27287902,0.008513647,1.068135004,1742.827894,9.776171304,37.56000081,30.65454271,0.314731237,9.2,4.79,21272.79729,5.320115741,67.31171796,100,99.90958939,61.283,,3.5,82.14878049,0.4,99.34,99.9972343,,12.732,12.019,4.502840343,,72.04000092,1.1,23.45539559,44512.59603,364.7715,19.81607171,57579,92.72354479,2.79,,1.060065404,20.83
Australia,2014,396.2575,28.46760857,42.48402303,0.010763633,1.98304444,1740.510602,8.310971374,41.7223305,28.27405946,0.299664987,9.3,4.64,20957.85401,4.760939437,71.62080904,100,99.96147641,60.783,34.4,3.4,82.3,0.4,99.02,99.99773265,,12.334,12.167,4.421866469,,73.59999847,1.2,23.43543889,44512.59603,382.2445,19.72302516,58102,91.9743773,2.79,7.284,1.035382845,17.12
Australia,2015,400.5424,28.55568903,41.66393193,0.007299643,2.078627744,1597.379858,7.286921638,46.48203846,27.10551384,0.296413435,9.4,4.53,20658.38526,3.237654745,146.5614287,100,99.9700009,61.074,,3.3,82.4,0.4,99.37,99.99823101,0.925260007,12.025,12.246,3.765305136,521,75.55000305,1.2,23.33132803,44512.59603,402.1245,19.83605328,57744,95.10592674,2.79,7.313,0.990754227,17.12
Australia,2016,408.5061,28.63428528,40.97407948,0.011668154,2.168721022,1568.429068,5.27620441,54.67798692,26.04666675,0.294189003,9.6,4.4,20338.22047,4.080987895,130.7148503,100,99.96996668,61.175,33.7,3.2,82.44878049,0.4,99.39,99.99872937,0.925170004,11.317,12.352,3.677668773,,76.41999817,1.2,23.40312355,44512.59603,428.5137,19.25786685,57885,93.60833457,2.79,7.284,0.938183173,17.12
Australia,2017,410.8371,28.64672373,42.20373168,0.006090166,3.80381797,1679.043008,6.450644404,53.31643582,24.90420852,0.289273438,9.9,4.46,20006.02783,5.06804774,117.7776049,100,99.96993751,61.537,,3.2,82.5,0.4,99.41,99.99922772,0.937539995,10.914,12.422,3.805628421,,77.26000214,1.2,23.61035972,44512.59603,439.1164,19.89017784,57619,94.97418574,2.79,7.2721,0.845860834,17.12
Australia,2018,409.2067,28.60156212,43.73606508,0.013508661,3.194017789,1806.45009,6.094706413,54.50306589,24.89358377,0.280063907,9.8,4.37,19708.96587,5.227520639,118.5011368,100,99.96989377,62.232,34.3,3.2,82.74878049,0.4,99.43,99.99972608,0.968850017,10.551,12.554,3.685984121,510,78.33000183,1.2,23.71223339,44512.59603,428.0391,19.35633974,57843,93.28254345,2.79,7.228,0.884735038,17.12
Australia,2019,407.8604,28.53660545,46.18750189,0.006730672,2.73346878,1973.364992,6.294749306,60.2260852,,0.27320962,10.3,4.36,19419.90839,5.748861265,141.3681699,100,99.96985437,62.655,,3.2,82.9,0.4,99.45,100,0.964070022,10.269,12.657,3.83624566,,79.05000305,1.2,24.91454567,44512.59603,461.0253,,58620,94.02827327,2.85,7.2228,0.887322994,17.12
Australia,2020,392.5191,28.50884989,44.66445607,-0.013439774,0.457494153,2212.16945,7.157970778,69.32157486,,0.263247907,11.2,4.44,19181.84892,6.093158656,171.9795347,100,99.96981765,60.825,0.319,3.2,83.2,0.4,99.47,100,0.979290009,9.955,12.727,3.782111236,,80.05000305,1.2,25.0482226,44512.59603,469.6708,,60377,93.44684752,2.85,7.1835,0.860925459,17.12
Australia,2021,384.6772,28.41921884,40.30248027,0.019673998,0.522909412,2169.644512,6.417771798,70.01091177,,0.252654673,12.3,4.1,19154.84167,13.35787528,133.0892836,100,99.96977467,62.738,,3.2,83.3,0.4,99.48,100,,9.535,12.727,4.65760142,503,81.12999725,1.2,24.13026983,44512.59603,510.6896,,60681.49855,91.64680452,2.85,7.1621,0.744567483,17.12
Australia,2022,374.8785,28.18937325,45.82177023,0.029241006,0.694503958,1564.537082,,58.04669641,,0.23619847,,4.12,,,,100,99.96973139,64.354,,3.2,83.2,0.4,99.5,100,,8.917,12.727,4.443032213,487,81.66999817,1.2,23.17948605,44512.59603,,,59407.88998,93.81475996,2.85,7.0946,,17.12
Australia,2023,373.6164,27.9168394,49.22518406,0.009410146,0.645282616,,,,,0.227570311,,,,,,100,,64.707,,,,0.4,99.52,100,,8.958,,2.168914171,,78.96383667,,23.17948605,44512.59603,,,,,,7.0569,,
Australia,2024,,,,,,,,,,,,,,,,100,,,,,,,,100,,,,1.304769293,,,,,44512.59603,,,,,,,,
Austria,2008,75.2369,22.60056119,102.7437044,0.011362113,2.369442701,1068.999613,16.38952451,72.41046751,99.14829843,0.205185612,29.7,3.15,6609.388504,0.258181875,104.4144002,100,99.99999831,57.558,30.4,3.8,80.43170732,0.4,99.95,99.98932676,0.965600014,14.078,11.468,3.577744948,,72.47000122,,20.91224773,37553.09224,564653,24.322753,62081,92.66891027,1.21,,0.697020591,19.07
Austria,2009,68.0563,22.26304,87.6004931,-0.038384931,0.357409576,1099.594063,12.27164782,83.84685104,99,0.192506517,31.3,3.12,6592.097657,0.167599741,100.9825407,100,100,57.107,31.5,3.7,80.33170732,0.5,99.94,99.98757244,0.965240002,13.233,11.674,3.503454893,511,75.80999756,,21.18942204,35583.92891,395.7118,21.68101311,63135,87.11567751,1.21,,0.611295628,19.07
Austria,2010,73.7958,21.95048093,99.64488255,0.015645336,0.353524013,1124.499894,12.95280625,86.32483145,99,0.205032473,31.1,3.26,6576.269662,0.216291378,103.1296559,100,100,57.343,30.3,3.6,80.5804878,0.4,99.94,99.98583424,0.968720019,12.908,11.715,3.522945769,,76.55999756,1.039301418,21.20432843,36171.81241,408.4862,25.44637575,62831,94.57372912,1.21,,0.729418239,19.07
Austria,2011,72.1947,21.65973919,105.7750984,0.025811032,0.344209321,1122.958121,13.46486738,86.24200229,98.45154185,0.194878995,31.6,3.07,6554.139636,0.244690494,107.3448819,100,99.99999942,57.558,30.8,3.5,80.98292683,0.4,99.93,99.98411154,0.970080018,12.358,11.711,3.538971452,,76.43000031,0.420384249,21.14797256,36601.33735,406.3002,26.25585049,62159,93.32736951,1.21,7.227316,0.917628046,19.07
Austria,2012,69.0271,21.44774759,105.8407914,0.001704886,0.130039223,1082.547914,12.65487565,91.19094982,99.25717078,0.18516523,34.4,3.04,6524.324878,0.238508218,109.2503611,100,99.99999666,57.67,30.5,3.3,80.93658537,0.5,99.93,99.98230788,0.971570015,11.919,11.752,3.537924845,,76.98000336,0.420870259,21.46043958,36290.75942,407.8979,24.91250916,62515,93.75363413,1.21,,0.960895526,19.07
Austria,2013,69.6127,21.31778316,104.985374,-0.008369069,-0.029005634,1045.938632,12.1171044,88.43884261,97.41014309,0.187205477,34.6,3.08,6485.984436,0.218675366,110.2327574,100,99.99999786,57.538,30.8,3.2,81.13658537,0.3,99.93,99.98045265,0.972970009,11.677,11.788,3.546016828,,77.30999756,0.204247935,21.76526765,35999.2221,427.0953,24.59289244,62568,94.79570544,1.21,,0.71937873,19.07
Austria,2014,65.929,21.24637752,104.49674,-0.000285803,0.50538887,999.3883693,12.49422781,96.67969242,95.76835515,0.175969138,35.7,2.95,6435.491337,0.191846541,112.3612326,100,100,57.16,30.5,3.1,81.4902439,0.2,99.93,99.97858804,0.97232002,11.158,12.014,3.570011896,,78.43000031,1.058260165,21.92236624,36036.89547,432.6374,27.20212028,62801,89.39431157,1.21,7.2,0.491454225,19.07
Austria,2015,67.3691,21.27459217,103.1175817,0.001742595,0.321438448,983.698002,12.32336357,95.69179213,93.78567197,0.177499125,34.8,2.99,6363.752805,0.134711076,115.1690787,100,99.99999882,57.115,30.5,3.1,81.1902439,0.6,99.93,99.9767048,0.972829998,11.101,12.077,3.561067968,506,79.01000214,0.489147054,22.07170702,35811.68578,439.2231,29.21544632,63231,92.5197759,1.58,7.119,0.509116601,19.07
Austria,2016,67.7825,21.39915738,101.5734946,0.010188773,0.150659616,1032.698502,13.74124111,95.21178039,91.47446535,0.174885608,34.6,2.96,6295.306174,0.111042441,119.0118491,100,100,57.427,30.8,3,81.64146341,0.6,99.93,99.97481421,0.971989989,10.969,12.115,3.574917158,,79.37000275,0.233844318,22.12323741,36760.94187,438.7894,32.28868091,63860,92.6318596,1.58,7.006,0.618097447,19.07
Austria,2017,70.1063,21.52367802,105.5560668,0.015643071,0.404467422,921.2498919,12.83333684,89.90854142,85.01593469,0.176862485,34,2.95,6251.729171,0.121957004,123.1871123,100,100,57.703,29.7,3,81.64390244,0.3,99.93,99.97291068,0.971729994,10.892,12.159,3.608814624,,79.66000366,0.395943876,22.27852156,36608.67985,446.8202,33.42543436,63856,90.17646789,1.58,7.1394,0.795680953,19.07
Austria,2018,67.1868,21.59933235,108.37797,0.019862627,1.08618034,989.07742,13.07698638,84.66373068,85.05153767,0.165388622,34.1,2.8,6221.352791,0.140755073,127.7917974,100,99.99999932,58.298,30.8,2.9,81.69268293,0.5,99.94,99.97281427,0.97408998,11.256,12.208,3.621863514,495,80.0708313,0.583174266,22.24608644,37157.24445,444.5823,28.89874481,64101,90.56483754,1.58,7.246,0.972794281,19.07
Austria,2019,68.5332,21.643946,108.2072849,0.013035034,1.780254732,929.5181437,13.69741471,83.42253786,,0.165793319,34,2.81,6193.749493,0.110022913,131.6449903,100,99.99999659,58.514,30.2,2.9,81.89512195,0.5,99.94,99.97270989,0.980939984,11.03,12.257,3.843371524,,80.66999817,0.488429796,22.50851957,37545.83148,456.1203,25.13284037,64623,95.5641677,1.58,7.2942,0.867123025,19.07
Austria,2020,62.5998,21.66434677,99.94821411,-0.067063938,-0.045381063,953.2997489,12.9896215,100.0567896,,0.161653082,35.8,2.84,6168.087794,0.070850499,123.3273237,100,100,57.651,29.8,2.8,81.19268293,0.7,99.95,99.97260576,0.98593998,10.526,12.306,3.776041608,,80.94402313,0.096933061,25.41378304,34970.56497,496.9725,24.53209904,64648,92.33985793,1.58,7.2678,0.729699453,19.07
Austria,2021,66.1753,21.70055804,111.0322687,0.043397586,0.11836293,953.4588163,12.7352569,94.40788997,,0.163066608,36,2.86,6141.273635,0.117855774,129.2412748,100,100,57.202,30.7,2.7,81.1902439,0.4,99.95,99.97248981,,10.815,12.306,4.586407372,490,81.45424652,0.464372942,25.70515808,36093.58792,526.3032,31.52394204,65402.3163,86.21585586,1.58,7.163,0.728529507,19.07
Austria,2022,61.2237,21.78145202,124.3834515,0.04275933,0.229193927,950.545206,,74.91886658,,0.143301752,,2.55,,,,100,99.99999937,58.442,28.5,2.6,81.09268293,,99.96,99.97236712,,10.637,12.306,4.425323867,487,82.08933258,0.549387932,24.06620824,,494.7112,25.24072056,63801.6205,,,7.0973,,19.07
Austria,2023,58.8151,21.82498411,116.8139194,-0.019301455,0.054946602,,,,,0.138991438,,,,,,100,,58.365,,,,,99.96,,,10.318,,1.545738682,,82.55929565,,24.06620824,,,,,,,6.9047,,
Austria,2024,,,,,,,,,,,,,,,,100,,,,,,,99.97,,,,,1.504785728,,,,,,,,,,,,,
Bélgica,2008,114.3817,25.57245028,161.0884478,-0.003434763,1.35634347,821.05925,13.78674991,91.30088439,98.99788227,0.26447955,4,4.67,1120.451004,0.018362627,70.56264133,100,99.99999548,49.934,28.4,3.8,79.6804878,0.1,98.03,99.48593823,1.087859988,13.936,11.182,3.336491166,,60.41999817,,22.44184506,33467.9547,572.1365,47.55136901,62715,91.9064867,2.07,,1.9,2.43
Bélgica,2009,107.4038,25.58991527,135.1384057,-0.026925346,0.314676885,804.891571,11.02458505,95.59480363,99,0.253171436,4.9,4.58,1111.472031,0.017316827,70.68201985,100,99.99999875,49.244,28.6,3.8,80.03414634,0.1,98.11,99.48610378,1.089609981,13.444,11.317,3.287971611,510,61.68999863,,22.51119983,32644.09483,616.6934,44.19453269,63590,,2.07,,1.7,2.43
Bélgica,2010,114.977,25.68949216,150.1625636,0.017761833,0.31581907,769.0322694,11.34485066,93.18020465,99,0.263871195,6.2,4.79,1101.363433,0.046971722,73.195285,100,99.99999936,49.586,28.4,3.7,80.18292683,0.1,98.19,99.48612238,1.083389997,13.125,11.416,3.322122436,,61.72999954,1.296225376,23.09560568,32853.30271,643.433,48.77136461,63295,92.60487921,2.07,,1.7,2.43
Bélgica,2011,104.5725,25.81297652,160.7655169,0.006136169,0.211976277,757.3183038,9.550508823,94.86987833,99.49558887,0.23544613,6.7,4.39,1087.127469,0.065845607,87.39594309,100,99.99999579,49.4,28.1,3.6,80.58536585,0.1,98.26,99.48612823,1.081900001,12.717,11.47,3.324060491,,62.75999832,0.966493879,23.83438014,31858.10507,632.6112,48.31315933,63944,93.61084413,2.07,7.113178,1.8,2.43
Bélgica,2012,103.0863,25.91485641,160.3833014,-0.004037751,-0.127554699,734.7109097,10.4698573,103.5564846,99.35474206,0.231600133,7.7,4.17,1080.406362,0.063372612,83.98201256,100,99.99999882,49.233,27.5,3.5,80.38536585,0.1,98.32,99.48614028,1.082520008,12.671,11.5,3.315341029,507,63.20999908,1.09481914,24.73884224,32602.20745,642.4482,44.69055013,64461,92.44010211,2.07,,1.9,2.43
Bélgica,2013,104.4225,26.01968845,157.5736228,-0.001661731,-0.106124125,737.7695551,10.03248449,101.1174809,98.42810981,0.23388761,8.3,4.33,1075.325956,0.059122126,92.45484298,100,99.99999564,49.047,27.7,3.5,80.58780488,0.1,98.38,99.48614577,1.082190037,11.928,11.54,3.325080991,,64.27999878,0.799796823,24.80153242,32728.23048,652.3704,46.04502705,65099,90.62439191,2.07,,1.8,2.43
Bélgica,2014,97.7245,26.1354139,158.571611,0.013147746,0.671608216,736.1520337,10.66663151,111.7619963,96.80229286,0.215087833,9.1,4.02,1070.562849,0.068106556,99.72496635,100,99.99999856,48.946,28.1,3.4,81.28780488,0.1,98.44,99.486157,1.079849958,11.181,11.64,3.350249731,,64.01999664,0.512753846,24.10107206,33095.58261,669.1803,49.93594306,65461,94.30559907,2.07,6.937,1.8,2.43
Bélgica,2015,102.3791,26.20677297,155.068682,0.008878764,0.62377621,706.4477304,11.21636044,108.8856494,94.48915243,0.222058913,9.4,3.93,1064.377451,0.035251804,115.4343434,100,99.99999628,48.788,27.7,3.4,80.99268293,0.1,98.5,99.48616271,1.080549955,10.909,11.894,3.363089896,505,66.20999908,0.730738416,23.93476483,33799.73983,682.4771,51.73470671,65017,88.40024463,2.04,6.929,1.9,2.43
Bélgica,2016,101.261,26.26410812,159.0576966,0.006824547,0.638837655,691.3033322,11.27964199,110.5982497,95.10434538,0.217043351,9.2,4.11,1059.002127,0.030378006,111.267079,100,100,48.952,27.6,3.4,81.43902439,0.1,98.56,99.48617804,1.069659948,10.961,11.985,3.380994394,,67.08000183,0.523709971,23.74627871,34204.55126,683.4611,51.61368649,65157,92.52792473,2.04,6.891,1.9,2.43
Bélgica,2017,99.7004,26.33732904,166.9040782,0.010843116,1.337814662,697.8318182,11.7113696,104.2495571,91.78911483,0.210593224,9.7,4.02,1054.930402,0.037150201,107.7909256,100,99.99999838,50.021,27.4,3.3,81.49268293,0.1,98.61,99.48617972,1.070240021,10.976,12.237,3.424396665,,69.15000153,0.614451291,23.8482916,34477.24947,670.0365,48.79442176,64700,92.0082498,2.04,6.9269,1.8,2.43
Bélgica,2018,100.0981,26.37822299,168.2776929,0.014152895,3.577583739,744.438626,10.95353561,101.5064906,91.94854035,0.207535813,10.7,3.8,1050.139432,0.048448781,115.5250871,100,100,50.965,27.2,3.3,81.59512195,0.1,98.66,99.48618864,1.07336998,10.023,12.306,3.468455761,502,70.8456955,0.429954333,23.90360981,34615.9396,644.2545,48.67729291,65083,92.10722713,1.99,6.923,1.8,2.43
Bélgica,2019,99.8825,26.35907391,165.4654789,0.018907193,2.510734199,715.8934585,11.48247591,103.200888,,0.20215049,10.2,3.83,1044.479144,0.04224278,117.670807,100,100,51.475,27.2,3.3,81.99512195,0.1,98.72,99.48619883,1.079130054,9.811,12.376,3.672825253,,71.44999695,0.321423868,23.74599368,35411.22316,662.3634,43.51043958,65700,87.98396635,1.99,6.8635,1.8,2.43
Bélgica,2020,92.267,26.26061889,156.9501213,-0.052024401,-0.008858367,773.1198076,10.43113699,118.4424091,,0.196138495,12.3,3.71,1039.98716,0.028487638,111.3941744,100,99.99999626,50.83,26,3.2,80.69512195,0.1,98.77,99.4861978,1.08149004,9.645,12.529,3.595315405,,72.71417999,0.834476482,25.47757396,32895.11177,674.4391,41.63913263,63677,89.77878619,1.99,6.834,1.8,2.43
Bélgica,2021,96.251,26.12184938,177.3903054,0.057663206,0.251348308,788.9885161,12.08200636,108.4452972,,0.192657859,11.7,3.86,1035.715349,0.044891429,118.3034582,100,100,51.079,26.6,3.1,81.7902439,0,98.81,99.48621112,,9.563,12.529,4.517375199,499,74.24768066,0.279616308,25.25394109,34705.06474,684.8892,42.29617899,65520.82131,91.42757321,1.99,6.805,1.8,2.43
Bélgica,2022,89.7393,25.94798391,191.9962892,0.033944481,0.355358557,887.9728786,,92.48253664,,0.172328504,,3.4,,,,100,100,52.026,25,3.1,81.69756098,0,98.86,99.48621705,,9.294,12.529,4.419398848,489,75.12619019,1.151159313,25.71033407,,622.8151,42.21372446,64847.62388,91.28327824,1.99,6.8591,1.8,2.43
Bélgica,2023,84.3061,25.62889428,168.9276037,0.003307615,0.300020076,,,,,0.159893612,,,,,,100,,51.946,,,,0,98.9,,,9.33,,1.526352994,,,,25.71033407,,,,,,,6.8942,,2.43
Bélgica,2024,,,,,,,,,,,,,,,,100,,,,,,0,98.95,,,,,1.49560448,,,,,,,,,,,,,2.43
Brasil,2008,412.7003,37.71089127,27.25756942,0.040922163,3.056602169,539.9424346,6.54355912,,89.78408308,0.260230123,47,3.87,29737.24973,4.776048833,23.88375447,98.5,95.96456397,62.406,54,18.4,72.715,5.9,88.42,80.15407898,1.038730025,22.702,6.671,2.760683246,,35.40999985,6.7,,6719.193199,,,,90.01559615,1.3,,26.02086318,13.18
Brasil,2009,385.4613,36.84856283,22.1059756,-0.010163236,1.125569896,559.2186653,3.052961529,,90.36110319,0.24336062,48.9,3.74,29472.10248,2.384873876,22.4394742,98.9,96.24479883,61.789,53.7,17.4,72.948,5.5,88.62,81.00652688,1.044160008,22.1,6.769,2.722161978,390,37.02000046,6.7,,6604.097455,201634.2,,,90.01559615,1.3,,26.45571076,13.18
Brasil,2010,439.7694,36.00382419,22.77217811,0.066278299,1.220198536,584.6824987,3.348039488,61.31878046,90.65,0.2582094,46.8,3.85,29225.31556,3.64871283,22.77829548,98.6,96.51879999,61.2465,,16.6,73.182,,84.57,81.8542072,,22.641,6.878,3.703286305,,35.91999817,6.7,,6968.821696,201269.9667,,,90.01559615,1.3,,26.63003314,13.18
Brasil,2011,463.5013,35.17101901,23.93440518,0.031316985,1.243914666,637.3691075,2.494744202,59.3416583,90.93812329,0.261740832,45.2,3.75,28988.44105,4.33686639,24.4876627,99.3,96.787975,60.704,52.9,16,73.343,4.7,89.92,82.70057619,1.024670005,23.176,7.006,2.770150806,,39.34999847,6.7,,7126.470813,207023.7667,,,90.01559615,1.3,6.697499,26.35563761,13.18
Brasil,2012,497.7231,34.35189598,25.11427361,0.010973329,0.957263593,652.9350676,-0.520322843,59.84949,91.92837459,0.275768015,43.5,3.82,28754.12345,3.85552496,25.83522302,99.5,97.05097804,59.162,53.4,15.4,73.552,4.1,91.57,83.54222414,1.022240043,23.557,7.216,2.783072838,405,40.61000061,6.7,17.96,6986.723062,222773.2,,,90.01559615,1.3,,28.19714307,13.18
Brasil,2013,523.208,33.54900052,25.78595733,0.021733308,0.851781322,720.6683066,0.102154408,57.22840938,86.82923025,0.281431634,42.3,3.88,28522.00985,3.786860284,27.58080477,99.6,97.30767188,59.217,52.7,14.9,73.918,3.4,91.48,84.37851422,1.016649961,23.467,7.287,2.836564681,,41.79999924,6.7,18.67,7230.947942,228318.2667,3.02,10905,90.01559615,1.3,,28.17990386,13.18
Brasil,2014,546.1498,32.81112219,24.68540581,-0.003031636,0.973266816,747.7313233,-2.057999168,58.45727111,85.33471375,0.292298886,41.7,3.98,28292.95753,3.286232795,28.73586635,99.7,97.55858119,59.224,52,14.5,74.306,3,92.89,85.21064144,1.018110037,23.144,7.379,2.864418614,,42.52000046,6.7,18.02,7115.663162,251891.6333,2.17,7909,90.01559615,1.3,6.983,29.35864672,13.18
Brasil,2015,517.5896,32.16812824,26.95362594,-0.043063976,0.123477891,724.2977504,-4.178540165,67.53755403,77.11647309,0.287196812,43.7,4.05,28069.84042,2.35832735,28.22129983,99.7,97.80356479,58.358,51.9,14.2,74.332,3.4,93.2,86.03795942,1.01473999,22.387,7.507,2.864114647,402,43.72999954,6.7,17.76,6666.747079,278367.7667,1.97,17177,90.01559615,1.3,6.952,28.35640577,11.61
Brasil,2016,482.4293,31.5793841,24.53368208,-0.040101272,-0.362057612,788.1154736,-5.239110267,73.41880381,74.92775153,0.276753504,45.4,4.03,27856.76871,2.430135322,26.28824057,99.7,97.95583973,56.479,53.4,15,74.442,4.1,93.75,86.86024329,1.008540034,22.018,7.731,2.853631266,,46.99000168,6.7,18.46,6370.903134,298808.6333,0.81,10229,90.01559615,1.3,6.635,29.58915444,11.61
Brasil,2017,494.4986,31.05336274,24.31973437,0.005876689,-0.408429913,884.32941,-3.641562675,83.66920265,67.95255918,0.279973573,45.3,4.06,27654.63962,2.733757678,26.89149104,99.8,98.45095603,55.973,53.3,13.7,74.827,4.5,94.65,87.67795928,1.005130053,20.807,7.852,2.913548517,,47.54000092,6.7,18.21,6573.618497,403418,3.37,14024,90.01559615,1.3,6.4189,30.59303721,11.61
Brasil,2018,470.7686,30.62628884,28.87620338,0.010904086,-0.538214065,1131.321498,-4.699179513,86.60788412,68.13503006,0.261867359,46.9,3.93,27466.28126,3.617591202,27.03363677,99.7,98.6794937,56.308,53.9,13.4,75.109,4.5,95.09,88.4905439,1.006680012,20.3,7.982,2.930817363,401,49.20000076,6.7,17.71,6589.195028,421536.3333,,,90.01559615,2,6.2998,26.63601257,11.61
Brasil,2019,468.1262,30.22920069,28.89025787,0.005629708,-0.450536322,1256.4953,-5.009755197,92.56525319,,0.257256975,47.5,3.95,27287.78518,3.217173033,26.98225412,99.8,98.93554395,56.953,53.5,13.2,75.338,4.5,95.67,89.29879593,1.009909987,19.611,8.129,3.109421023,,50.24000168,6.7,18.1,6631.247859,461932.6667,,,90.01559615,2,6.3756,20.8104642,11.61
Brasil,2020,447.4235,29.80372161,32.30207855,-0.038355055,-0.436637017,1439.493369,-1.485319851,98.70988195,,0.254209724,50,4,27130.15028,3.22987656,26.19521637,99.7,99.3208588,52.031,48.9,13,74.009,1.8,96.31,90.07847648,1.006489992,20.763,8.278,3.169123619,,52.88999939,6.7,19.97,6418.472839,527015.3333,,,90.01559615,2,6.3301,22.3840654,11.61
Brasil,2021,505.9915,29.40411929,37.65633076,0.043179316,0.187593281,1357.334974,-0.246298411,85.01150367,,0.274416552,46.5,3.96,27014.99431,7.941111999,27.39386599,99.5,99.5894011,54.076,52.9,12.8,72.75,4.7,96.65,90.81098524,,20.432,8.278,4.016786639,404,53.54000092,6.7,17.11,6478.170959,,,,90.01559615,2,6.2928,,11.61
Brasil,2022,478.9143,29.04919473,38.81606598,0.026463153,0.31324174,1082.605197,,79.10232189,,0.252125793,,3.87,,,,100,99.59377131,57.499,52,12.5,73.425,3.1,97.13,90.88349937,,19.806,8.278,3.861268967,399,54.00999832,6.7,17.17,,,,,90.01559615,2,6.1246,,11.61
Brasil,2023,479.5042,28.71357162,33.85394659,0.025018418,0.395375351,,,83.69893694,,0.245301793,,,,,,100,,57.768,30,,,,92.27,,,19.911,,1.169299868,,60.10563278,6.7,18.47,,,,,90.01559615,,6.272,,
Brasil,2024,,,,,,,,,,,,,,,,100,,,,,,,92.6,,,,,1.438446706,,,6.7,,,,,,90.01559615,,,,
Canadá,2008,574.5625,24.36842183,67.02360836,-0.000933428,1.459227634,5345.335336,10.08393659,45.32051127,19.60268225,0.410802908,21.6,7.29,85721.25169,5.073616904,34.91580792,100,99.23607713,63.349,33.9,5.1,80.72463415,0.2,99.74,99.67827445,0.986320019,10.914,13.416,3.63484439,,,0.2,23.16205488,35292.49475,428.26,6.727085864,52025,93.55174421,2.56,,1.848365373,16.25
Canadá,2009,541.8042,24.11219948,58.47439182,-0.040200881,0.063610289,5004.437398,4.429753002,53.19244667,16.63494994,0.39901282,22.2,7.23,84745.58884,1.923041198,34.99886937,100,99.23635645,61.584,34,5,81.06609756,0.2,99.75,99.59555793,0.987969995,10.294,13.465,3.548451535,534,,0.2,23.76567843,32740.55989,466.5776,7.517222748,52363,93.9377873,2.56,,1.815804927,16.25
Canadá,2010,561.6033,23.89083222,60.2081215,0.019514475,0.041561007,5041.651863,6.657084522,53.14973296,15.15108378,0.401193785,21.4,7.02,83808.98116,2.127542272,37.63121803,100,99.23634919,61.569,33.6,5,81.32219512,0.2,99.76,99.51262012,0.989539981,9.889,13.514,3.567503656,,82.63439178,0.2,23.6034583,34176.04448,488.8806,11.72161172,52457,95.2585098,2.56,,1.640000103,16.25
